,s1_1,s2_1,s1_2,s2_2,s1_3,s2_3
282,0.0,,1.4534534534534533,1.4544534534534532,0.0,0.001
283,0.0,,1.4494494494494494,1.4504494494494493,0.0,0.001
284,0.0,,1.4454454454454455,1.4464454454454454,0.0,0.001
285,0.0,,1.4414414414414414,1.4424414414414413,0.0,0.001
286,0.0,,1.4414414414414414,1.4424414414414413,0.0,0.001
287,0.0,,1.4374374374374375,1.4384374374374373,0.0,0.001
288,0.0,,1.4334334334334333,1.4344334334334332,0.0,0.001
289,0.0,,1.4294294294294294,1.4304294294294293,0.0,0.001
290,0.0,,1.4254254254254255,1.4264254254254254,0.0,0.001
291,0.0,,1.4214214214214214,1.4224214214214213,0.0,0.001
292,0.0,,1.4214214214214214,1.4224214214214213,0.0,0.001
293,0.0,,1.4174174174174174,1.4184174174174173,0.0,0.001
294,0.0,,1.4134134134134133,1.4144134134134132,0.0,0.001
295,0.0,,1.4094094094094094,1.4104094094094093,0.0,0.001
296,0.0,,1.4054054054054055,1.4064054054054054,0.0,0.001
297,0.0,,1.4054054054054055,1.4064054054054054,0.0,0.001
298,0.0,,1.4014014014014013,1.4024014014014012,0.0,0.001
299,0.0,,1.3973973973973974,1.3983973973973973,0.0,0.001
300,0.0,,1.3933933933933933,1.3943933933933932,0.0,0.001
301,0.0,,1.3893893893893894,1.3903893893893893,0.0,0.001
302,0.0,,1.3893893893893894,1.3903893893893893,0.0,0.001
303,0.0,,1.3853853853853855,1.3863853853853854,0.0,0.001
304,0.0,,1.3813813813813813,1.3823813813813812,0.0,0.001
305,0.0,,1.3773773773773774,1.3783773773773773,0.0,0.001
306,0.0,,1.3733733733733733,1.3743733733733732,0.0,0.001
307,0.0,,1.3733733733733733,1.3743733733733732,0.0,0.001
308,0.0,,1.3693693693693694,1.3703693693693693,0.0,0.001
309,0.0,,1.3653653653653655,1.3663653653653653,0.0,0.001
310,0.0,,1.3613613613613613,1.3623613613613612,0.0,0.001
311,0.0,,1.3573573573573574,1.3583573573573573,0.0,0.001
312,0.0,,1.3573573573573574,1.3583573573573573,0.0,0.001
313,0.0,,1.3533533533533533,1.3543533533533532,0.0,0.001
314,0.0,,1.3493493493493494,1.3503493493493492,0.0,0.001
315,0.0,,1.3453453453453452,1.3463453453453451,0.0,0.001
316,0.0,,1.3453453453453452,1.3463453453453451,0.0,0.001
317,0.0,,1.3413413413413413,1.3423413413413412,0.0,0.001
